BALANCES m:95
BALANCES m:95 w:25
BALANCES e:54 m:95 w:25
BALANCES e:54 m:95 o:45 w:25
BALANCES e:54 h:26 m:95 o:45 w:25
BALANCES e:54 h:26 m:95 o:112 w:25
BALANCES e:54 g:46 h:26 m:95 o:112 w:25
BALANCES e:10 g:46 h:26 m:95 o:156 w:25
BALANCES e:10 g:46 h:26 m:95 o:156 v:2 w:25
BALANCES e:10 g:46 h:26 m:95 o:156 v:2 w:14 y:11
BALANCES e:44 g:46 h:26 m:95 o:156 v:2 w:14 y:11
BALANCES e:44 g:46 h:3 m:95 o:179 v:2 w:14 y:11
BALANCES e:44 g:46 h:3 m:95 o:179 s:2 v:0 w:14 y:11
BALANCES b:89 e:44 g:46 h:3 m:95 o:179 s:2 v:0 w:14 y:11
BALANCES b:89 e:44 g:46 h:3 m:95 o:179 p:40 s:2 v:0 w:14 y:11
BALANCES b:89 e:44 g:46 h:3 m:27 o:179 p:40 s:70 v:0 w:14 y:11
BALANCES b:28 e:44 g:46 h:3 m:27 o:179 p:40 s:70 t:61 v:0 w:14 y:11
BALANCES b:28 e:44 g:46 h:18 m:27 o:179 p:25 s:70 t:61 v:0 w:14 y:11
BALANCES b:28 e:44 g:46 h:9 m:27 o:179 p:25 s:70 t:61 v:0 w:14 y:20
BALANCES b:28 e:44 g:46 h:9 m:27 n:42 o:179 p:25 s:70 t:61 v:0 w:14 y:20
BALANCES b:3 e:44 g:46 h:9 j:25 m:27 n:42 o:179 p:25 s:70 t:61 v:0 w:14 y:20
BALANCES b:3 e:44 f:8 g:46 h:9 j:25 m:27 n:42 o:171 p:25 s:70 t:61 v:0 w:14 y:20
BALANCES a:3 b:3 e:44 f:8 g:46 h:6 j:25 m:27 n:42 o:171 p:25 s:70 t:61 v:0 w:14 y:20
BALANCES a:3 b:3 e:20 f:8 g:46 h:6 j:25 m:27 n:42 o:195 p:25 s:70 t:61 v:0 w:14 y:20
BALANCES a:3 b:8 e:20 f:8 g:46 h:6 j:20 m:27 n:42 o:195 p:25 s:70 t:61 v:0 w:14 y:20
BALANCES a:3 b:8 e:20 f:8 g:46 h:6 j:20 m:26 n:42 o:195 p:26 s:70 t:61 v:0 w:14 y:20
BALANCES a:3 b:8 e:20 f:8 g:46 h:6 j:20 m:26 n:42 o:195 p:26 s:70 t:61 v:0 w:14 y:20 z:70
BALANCES a:5 b:8 e:20 f:8 g:46 h:6 j:20 m:26 n:40 o:195 p:26 s:70 t:61 v:0 w:14 y:20 z:70
BALANCES a:5 b:8 e:20 f:8 g:46 h:6 j:20 l:34 m:26 n:40 o:161 p:26 s:70 t:61 v:0 w:14 y:20 z:70
BALANCES a:3 b:8 e:20 f:8 g:46 h:6 j:20 l:34 m:26 n:40 o:163 p:26 s:70 t:61 v:0 w:14 y:20 z:70
BALANCES a:3 b:8 e:20 f:8 g:10 h:6 j:20 l:34 m:26 n:40 o:163 p:26 q:36 s:70 t:61 v:0 w:14 y:20 z:70
BALANCES a:3 b:8 e:72 f:8 g:10 h:6 j:20 l:34 m:26 n:40 o:163 p:26 q:36 s:70 t:61 v:0 w:14 y:20 z:70
BALANCES a:8 b:8 e:72 f:3 g:10 h:6 j:20 l:34 m:26 n:40 o:163 p:26 q:36 s:70 t:61 v:0 w:14 y:20 z:70
BALANCES a:16 b:8 e:72 f:3 g:10 h:6 j:20 l:34 m:26 n:40 o:163 p:26 q:36 s:70 t:61 v:0 w:14 y:12 z:70
BALANCES a:16 b:75 e:72 f:3 g:10 h:6 j:20 l:34 m:26 n:40 o:163 p:26 q:36 s:70 t:61 v:0 w:14 y:12 z:70
BALANCES a:16 b:75 e:72 f:0 g:10 h:6 j:20 l:34 m:26 n:40 o:163 p:26 q:36 s:70 t:61 u:3 v:0 w:14 y:12 z:70
BALANCES a:16 b:75 e:72 f:0 g:10 h:6 j:20 l:34 m:26 n:40 o:163 p:26 q:35 s:70 t:61 u:4 v:0 w:14 y:12 z:70
BALANCES a:16 b:75 e:72 f:0 g:10 h:6 j:20 l:34 m:26 n:40 o:163 p:26 q:35 s:70 t:61 u:4 v:0 w:14 x:8 y:12 z:70
BALANCES a:16 b:75 e:72 f:0 g:10 h:6 j:20 l:34 m:26 n:40 o:212 p:26 q:35 s:70 t:61 u:4 v:0 w:14 x:8 y:12 z:70
BALANCES a:16 b:75 e:72 f:0 g:10 h:6 j:20 l:34 m:26 n:40 o:212 p:26 q:35 s:70 t:61 u:4 v:0 w:14 x:8 y:107 z:70
BALANCES a:16 b:75 e:72 f:0 g:10 h:6 j:20 l:34 m:26 n:40 o:212 p:26 q:35 s:70 t:61 u:53 v:0 w:14 x:8 y:107 z:70
BALANCES a:16 b:75 e:72 f:0 g:10 h:6 j:20 l:34 m:26 n:63 o:212 p:26 q:35 s:70 t:61 u:53 v:0 w:14 x:8 y:107 z:70
BALANCES a:16 b:75 e:72 f:0 g:10 h:6 j:20 l:34 m:26 n:63 o:212 p:26 q:35 s:70 t:146 u:53 v:0 w:14 x:8 y:107 z:70
BALANCES a:16 b:75 e:72 f:0 g:10 h:6 j:20 l:34 m:26 n:63 o:212 p:74 q:35 s:70 t:146 u:53 v:0 w:14 x:8 y:107 z:70
BALANCES a:16 b:75 c:21 e:72 f:0 g:10 h:6 j:20 l:34 m:26 n:63 o:212 p:74 q:35 s:70 t:146 u:32 v:0 w:14 x:8 y:107 z:70
BALANCES a:16 b:75 c:21 e:72 f:0 g:10 h:6 j:20 l:34 m:26 n:63 o:295 p:74 q:35 s:70 t:146 u:32 v:0 w:14 x:8 y:107 z:70
BALANCES a:16 b:75 c:21 e:72 f:0 g:10 h:6 j:20 l:34 m:26 n:63 o:295 p:74 q:97 s:70 t:84 u:32 v:0 w:14 x:8 y:107 z:70
BALANCES a:16 b:75 c:21 e:72 f:0 g:10 h:6 j:20 l:34 m:26 n:63 o:295 p:74 q:97 s:70 t:84 u:32 v:0 w:14 x:8 y:119 z:70
BALANCES a:88 b:75 c:21 e:72 f:0 g:10 h:6 j:20 l:34 m:26 n:63 o:295 p:74 q:97 s:70 t:84 u:32 v:0 w:14 x:8 y:119 z:70
BALANCES a:88 b:75 c:21 e:72 f:0 g:10 h:6 j:20 l:34 m:26 n:63 o:295 p:74 q:97 s:70 t:84 u:32 v:38 w:14 x:8 y:119 z:70
BALANCES a:88 b:75 c:21 e:72 f:0 g:10 h:6 j:20 l:34 m:26 n:63 o:295 p:74 q:97 s:70 t:85 u:32 v:38 w:13 x:8 y:119 z:70
BALANCES a:88 b:75 c:21 e:72 f:0 g:10 h:6 j:20 k:8 l:34 m:26 n:63 o:295 p:74 q:97 s:70 t:85 u:32 v:38 w:13 x:8 y:119 z:62
BALANCES a:88 b:75 c:21 d:10 e:72 f:0 g:10 h:6 j:20 k:8 l:34 m:26 n:63 o:295 p:74 q:97 s:70 t:85 u:32 v:38 w:13 x:8 y:119 z:62
BALANCES a:88 b:75 c:21 d:10 e:72 f:0 g:10 h:6 j:20 k:8 l:34 m:26 n:63 o:295 p:74 q:97 s:70 t:85 u:32 v:38 w:13 x:29 y:119 z:62
BALANCES a:88 b:75 c:21 d:10 e:72 f:0 g:10 h:18 j:20 k:8 l:34 m:26 n:63 o:295 p:74 q:97 s:70 t:85 u:32 v:26 w:13 x:29 y:119 z:62
BALANCES a:88 b:75 c:21 d:10 e:72 f:0 g:10 h:18 j:20 k:44 l:34 m:26 n:63 o:295 p:74 q:97 s:70 t:85 u:32 v:26 w:13 x:29 y:119 z:62
BALANCES a:78 b:75 c:31 d:10 e:72 f:0 g:10 h:18 j:20 k:44 l:34 m:26 n:63 o:295 p:74 q:97 s:70 t:85 u:32 v:26 w:13 x:29 y:119 z:62
BALANCES a:78 b:75 c:31 d:10 e:72 f:0 g:10 h:18 j:20 k:44 l:34 m:26 n:65 o:295 p:74 q:97 s:70 t:85 u:30 v:26 w:13 x:29 y:119 z:62
BALANCES a:78 b:75 c:31 d:10 e:72 f:0 g:10 h:18 i:2 j:20 k:44 l:34 m:26 n:65 o:295 p:72 q:97 s:70 t:85 u:30 v:26 w:13 x:29 y:119 z:62
BALANCES a:78 b:75 c:31 d:10 e:72 f:5 g:10 h:18 i:2 j:20 k:44 l:34 m:26 n:65 o:295 p:72 q:97 s:70 t:85 u:30 v:26 w:13 x:29 y:119 z:62
BALANCES a:78 b:75 c:31 d:10 e:72 f:5 g:10 h:18 i:2 j:20 k:44 l:34 m:26 n:65 o:295 p:72 q:97 s:70 t:85 u:30 v:26 w:13 x:29 y:119 z:130
BALANCES a:748 b:936 c:181 d:412 e:189 f:1040 g:409 h:480 i:292 j:708 k:633 l:536 m:744 n:350 o:278 p:449 q:966 r:694 s:450 t:451 u:279 v:693 w:407 x:590 y:322 z:432
BALANCES a:748 b:936 c:181 d:412 e:189 f:1040 g:409 h:480 i:292 j:708 k:640 l:536 m:744 n:350 o:278 p:442 q:966 r:694 s:450 t:451 u:279 v:693 w:407 x:590 y:322 z:432
BALANCES a:748 b:936 c:181 d:412 e:189 f:1040 g:422 h:480 i:292 j:708 k:640 l:536 m:744 n:350 o:278 p:442 q:966 r:694 s:450 t:438 u:279 v:693 w:407 x:590 y:322 z:432
BALANCES a:748 b:936 c:181 d:412 e:189 f:1040 g:422 h:480 i:292 j:708 k:640 l:536 m:744 n:350 o:278 p:442 q:966 r:694 s:450 t:505 u:279 v:693 w:407 x:590 y:322 z:432
BALANCES a:748 b:983 c:181 d:412 e:189 f:1040 g:422 h:480 i:292 j:708 k:640 l:536 m:697 n:350 o:278 p:442 q:966 r:694 s:450 t:505 u:279 v:693 w:407 x:590 y:322 z:432
BALANCES a:748 b:983 c:181 d:412 e:189 f:1040 g:422 h:480 i:292 j:711 k:640 l:536 m:697 n:350 o:278 p:442 q:963 r:694 s:450 t:505 u:279 v:693 w:407 x:590 y:322 z:432
BALANCES a:747 b:983 c:181 d:412 e:189 f:1040 g:422 h:480 i:292 j:711 k:640 l:536 m:697 n:350 o:278 p:442 q:963 r:694 s:450 t:506 u:279 v:693 w:407 x:590 y:322 z:432
BALANCES a:747 b:983 c:181 d:412 e:189 f:1040 g:422 h:480 i:292 j:711 k:640 l:536 m:697 n:350 o:278 p:442 q:963 r:694 s:450 t:506 u:279 v:693 w:379 x:618 y:322 z:432
BALANCES a:747 b:983 c:181 d:414 e:189 f:1040 g:422 h:480 i:292 j:711 k:638 l:536 m:697 n:350 o:278 p:442 q:963 r:694 s:450 t:506 u:279 v:693 w:379 x:618 y:322 z:432
BALANCES a:747 b:983 c:181 d:414 e:189 f:1040 g:422 h:480 i:292 j:704 k:638 l:536 m:697 n:350 o:278 p:442 q:963 r:694 s:450 t:506 u:279 v:693 w:379 x:618 y:329 z:432
BALANCES a:747 b:983 c:181 d:414 e:189 f:1040 g:422 h:480 i:292 j:704 k:638 l:536 m:697 n:350 o:278 p:442 q:963 r:694 s:450 t:603 u:182 v:693 w:379 x:618 y:329 z:432
BALANCES a:747 b:983 c:181 d:414 e:196 f:1040 g:422 h:473 i:292 j:704 k:638 l:536 m:697 n:350 o:278 p:442 q:963 r:694 s:450 t:603 u:182 v:693 w:379 x:618 y:329 z:432
BALANCES a:747 b:983 c:181 d:414 e:196 f:1040 g:442 h:473 i:272 j:704 k:638 l:536 m:697 n:350 o:278 p:442 q:963 r:694 s:450 t:603 u:182 v:693 w:379 x:618 y:329 z:432
BALANCES a:747 b:983 c:181 d:414 e:196 f:1040 g:442 h:473 i:272 j:704 k:638 l:536 m:697 n:350 o:278 p:442 q:963 r:694 s:450 t:603 u:182 v:693 w:379 x:618 y:329 z:476
BALANCES a:747 b:992 c:181 d:414 e:196 f:1040 g:442 h:464 i:272 j:704 k:638 l:536 m:697 n:350 o:278 p:442 q:963 r:694 s:450 t:603 u:182 v:693 w:379 x:618 y:329 z:476
BALANCES a:747 b:992 c:181 d:414 e:196 f:1040 g:442 h:464 i:272 j:704 k:643 l:536 m:697 n:350 o:278 p:442 q:963 r:694 s:450 t:603 u:182 v:693 w:379 x:618 y:329 z:476
BALANCES a:745 b:992 c:181 d:414 e:196 f:1040 g:442 h:464 i:272 j:704 k:643 l:536 m:697 n:350 o:278 p:442 q:963 r:694 s:450 t:605 u:182 v:693 w:379 x:618 y:329 z:476
BALANCES a:745 b:992 c:181 d:414 e:208 f:1040 g:442 h:464 i:272 j:704 k:643 l:536 m:697 n:350 o:278 p:442 q:963 r:694 s:450 t:605 u:182 v:681 w:379 x:618 y:329 z:476
BALANCES a:745 b:992 c:178 d:414 e:208 f:1040 g:442 h:464 i:272 j:704 k:643 l:536 m:697 n:350 o:278 p:442 q:963 r:694 s:450 t:605 u:182 v:684 w:379 x:618 y:329 z:476
BALANCES a:787 b:992 c:178 d:414 e:208 f:1040 g:442 h:464 i:272 j:704 k:643 l:536 m:697 n:350 o:278 p:442 q:963 r:694 s:450 t:605 u:182 v:684 w:379 x:618 y:287 z:476
BALANCES a:787 b:992 c:178 d:414 e:208 f:1040 g:442 h:461 i:272 j:704 k:643 l:536 m:697 n:350 o:278 p:442 q:963 r:694 s:450 t:605 u:182 v:684 w:379 x:618 y:290 z:476
BALANCES a:793 b:992 c:178 d:414 e:208 f:1040 g:442 h:461 i:272 j:704 k:643 l:536 m:697 n:350 o:272 p:442 q:963 r:694 s:450 t:605 u:182 v:684 w:379 x:618 y:290 z:476
BALANCES a:793 b:992 c:178 d:414 e:208 f:1040 g:428 h:461 i:272 j:704 k:643 l:536 m:697 n:350 o:272 p:442 q:963 r:694 s:450 t:619 u:182 v:684 w:379 x:618 y:290 z:476
BALANCES a:793 b:992 c:178 d:414 e:208 f:1040 g:428 h:461 i:272 j:704 k:656 l:536 m:697 n:350 o:272 p:442 q:963 r:694 s:450 t:619 u:182 v:684 w:379 x:618 y:290 z:463
BALANCES a:793 b:992 c:178 d:414 e:208 f:1040 g:428 h:390 i:272 j:704 k:656 l:536 m:697 n:350 o:272 p:442 q:963 r:694 s:450 t:619 u:182 v:684 w:379 x:689 y:290 z:463
BALANCES a:793 b:992 c:178 d:414 e:208 f:1040 g:428 h:439 i:272 j:704 k:656 l:536 m:697 n:350 o:272 p:442 q:963 r:694 s:450 t:619 u:182 v:684 w:379 x:640 y:290 z:463
BALANCES a:793 b:992 c:178 d:414 e:208 f:1040 g:428 h:439 i:272 j:765 k:656 l:536 m:697 n:350 o:272 p:442 q:963 r:694 s:450 t:619 u:182 v:684 w:379 x:640 y:290 z:402
BALANCES a:793 b:992 c:178 d:414 e:208 f:1040 g:428 h:439 i:272 j:765 k:652 l:536 m:697 n:350 o:272 p:442 q:963 r:694 s:450 t:619 u:186 v:684 w:379 x:640 y:290 z:402
BALANCES a:793 b:992 c:178 d:414 e:208 f:1040 g:428 h:439 i:254 j:765 k:652 l:536 m:715 n:350 o:272 p:442 q:963 r:694 s:450 t:619 u:186 v:684 w:379 x:640 y:290 z:402
BALANCES a:793 b:992 c:178 d:414 e:208 f:974 g:428 h:439 i:254 j:831 k:652 l:536 m:715 n:350 o:272 p:442 q:963 r:694 s:450 t:619 u:186 v:684 w:379 x:640 y:290 z:402
BALANCES a:793 b:1065 c:178 d:414 e:208 f:974 g:428 h:439 i:254 j:831 k:652 l:536 m:715 n:350 o:272 p:442 q:963 r:694 s:450 t:546 u:186 v:684 w:379 x:640 y:290 z:402
BALANCES a:777 b:1065 c:178 d:414 e:208 f:974 g:428 h:439 i:254 j:847 k:652 l:536 m:715 n:350 o:272 p:442 q:963 r:694 s:450 t:546 u:186 v:684 w:379 x:640 y:290 z:402
BALANCES a:777 b:1065 c:178 d:414 e:208 f:974 g:428 h:439 i:254 j:847 k:652 l:536 m:715 n:350 o:272 p:442 q:963 r:694 s:450 t:557 u:186 v:684 w:379 x:640 y:290 z:391
BALANCES a:777 b:1065 c:178 d:414 e:208 f:974 g:428 h:439 i:254 j:847 k:652 l:536 m:715 n:350 o:272 p:442 q:993 r:694 s:450 t:557 u:186 v:684 w:379 x:640 y:290 z:391
BALANCES a:777 b:1065 c:178 d:414 e:208 f:974 g:428 h:219 i:474 j:847 k:652 l:536 m:715 n:350 o:272 p:442 q:993 r:694 s:450 t:557 u:186 v:684 w:379 x:640 y:290 z:391
BALANCES a:777 b:1065 c:178 d:414 e:202 f:974 g:428 h:219 i:474 j:847 k:652 l:536 m:715 n:350 o:272 p:442 q:993 r:700 s:450 t:557 u:186 v:684 w:379 x:640 y:290 z:391
BALANCES a:777 b:1065 c:178 d:414 e:202 f:974 g:428 h:219 i:524 j:847 k:652 l:536 m:715 n:350 o:272 p:392 q:993 r:700 s:450 t:557 u:186 v:684 w:379 x:640 y:290 z:391
BALANCES a:777 b:1065 c:178 d:404 e:202 f:974 g:428 h:219 i:524 j:847 k:652 l:536 m:715 n:350 o:272 p:402 q:993 r:700 s:450 t:557 u:186 v:684 w:379 x:640 y:290 z:391
BALANCES a:777 b:1065 c:178 d:404 e:202 f:974 g:428 h:219 i:524 j:847 k:652 l:536 m:715 n:350 o:272 p:402 q:993 r:700 s:450 t:557 u:186 v:684 w:379 x:644 y:290 z:387
BALANCES a:777 b:1065 c:178 d:404 e:202 f:974 g:428 h:219 i:360 j:847 k:652 l:536 m:715 n:350 o:272 p:566 q:993 r:700 s:450 t:557 u:186 v:684 w:379 x:644 y:290 z:387
BALANCES a:777 b:1065 c:178 d:404 e:204 f:974 g:428 h:219 i:360 j:847 k:652 l:536 m:715 n:350 o:270 p:566 q:993 r:700 s:450 t:557 u:186 v:684 w:379 x:644 y:290 z:387
BALANCES a:777 b:1065 c:304 d:404 e:204 f:974 g:428 h:219 i:360 j:847 k:652 l:536 m:715 n:350 o:270 p:566 q:993 r:700 s:450 t:557 u:186 v:558 w:379 x:644 y:290 z:387
BALANCES a:777 b:1065 c:304 d:404 e:204 f:974 g:428 h:219 i:360 j:847 k:652 l:536 m:755 n:350 o:270 p:566 q:993 r:700 s:450 t:557 u:186 v:558 w:379 x:644 y:290 z:387
BALANCES a:777 b:1065 c:304 d:404 e:204 f:974 g:428 h:219 i:360 j:727 k:652 l:536 m:755 n:350 o:270 p:566 q:993 r:700 s:450 t:557 u:186 v:558 w:379 x:764 y:290 z:387
BALANCES a:777 b:1065 c:304 d:404 e:428 f:974 g:428 h:219 i:360 j:727 k:428 l:536 m:755 n:350 o:270 p:566 q:993 r:700 s:450 t:557 u:186 v:558 w:379 x:764 y:290 z:387
BALANCES a:777 b:1065 c:304 d:404 e:428 f:974 g:428 h:219 i:360 j:727 k:428 l:551 m:755 n:350 o:270 p:566 q:993 r:700 s:450 t:542 u:186 v:558 w:379 x:764 y:290 z:387
BALANCES a:754 b:1065 c:304 d:404 e:428 f:974 g:428 h:219 i:360 j:727 k:428 l:551 m:755 n:350 o:293 p:566 q:993 r:700 s:450 t:542 u:186 v:558 w:379 x:764 y:290 z:387
BALANCES a:754 b:1065 c:304 d:404 e:428 f:974 g:428 h:219 i:360 j:727 k:428 l:551 m:755 n:350 o:317 p:566 q:993 r:700 s:426 t:542 u:186 v:558 w:379 x:764 y:290 z:387
BALANCES a:754 b:1065 c:304 d:404 e:428 f:974 g:428 h:219 i:360 j:727 k:428 l:551 m:755 n:444 o:317 p:472 q:993 r:700 s:426 t:542 u:186 v:558 w:379 x:764 y:290 z:387
BALANCES a:754 b:1065 c:304 d:404 e:428 f:974 g:441 h:219 i:360 j:727 k:428 l:551 m:755 n:444 o:317 p:472 q:993 r:700 s:426 t:542 u:186 v:558 w:379 x:751 y:290 z:387
BALANCES a:754 b:1065 c:304 d:404 e:636 f:766 g:441 h:219 i:360 j:727 k:428 l:551 m:755 n:444 o:317 p:472 q:993 r:700 s:426 t:542 u:186 v:558 w:379 x:751 y:290 z:387
BALANCES a:754 b:1066 c:304 d:404 e:636 f:766 g:441 h:219 i:360 j:727 k:428 l:551 m:755 n:444 o:317 p:472 q:993 r:700 s:426 t:542 u:185 v:558 w:379 x:751 y:290 z:387
BALANCES a:754 b:1066 c:304 d:404 e:636 f:766 g:441 h:219 i:360 j:727 k:428 l:551 m:755 n:444 o:317 p:472 q:993 r:700 s:426 t:466 u:185 v:558 w:379 x:751 y:366 z:387
BALANCES a:754 b:1066 c:304 d:404 e:636 f:766 g:441 h:219 i:360 j:727 k:428 l:551 m:755 n:444 o:317 p:472 q:993 r:700 s:426 t:466 u:185 v:560 w:377 x:751 y:366 z:387
BALANCES a:754 b:1066 c:304 d:404 e:636 f:766 g:441 h:221 i:360 j:727 k:426 l:551 m:755 n:444 o:317 p:472 q:993 r:700 s:426 t:466 u:185 v:560 w:377 x:751 y:366 z:387
BALANCES a:754 b:1066 c:304 d:404 e:636 f:766 g:441 h:221 i:360 j:727 k:426 l:551 m:755 n:444 o:317 p:593 q:993 r:700 s:426 t:466 u:185 v:439 w:377 x:751 y:366 z:387
BALANCES a:754 b:1066 c:304 d:404 e:649 f:766 g:441 h:221 i:360 j:727 k:426 l:551 m:755 n:444 o:304 p:593 q:993 r:700 s:426 t:466 u:185 v:439 w:377 x:751 y:366 z:387
BALANCES a:754 b:1066 c:304 d:412 e:649 f:766 g:441 h:221 i:360 j:727 k:426 l:551 m:747 n:444 o:304 p:593 q:993 r:700 s:426 t:466 u:185 v:439 w:377 x:751 y:366 z:387
BALANCES a:754 b:1066 c:304 d:412 e:649 f:766 g:441 h:221 i:360 j:727 k:426 l:551 m:747 n:444 o:304 p:593 q:993 r:700 s:426 t:466 u:166 v:458 w:377 x:751 y:366 z:387
BALANCES a:754 b:1066 c:304 d:336 e:649 f:766 g:517 h:221 i:360 j:727 k:426 l:551 m:747 n:444 o:304 p:593 q:993 r:700 s:426 t:466 u:166 v:458 w:377 x:751 y:366 z:387
BALANCES a:754 b:1066 c:304 d:336 e:649 f:766 g:509 h:221 i:360 j:735 k:426 l:551 m:747 n:444 o:304 p:593 q:993 r:700 s:426 t:466 u:166 v:458 w:377 x:751 y:366 z:387
BALANCES a:754 b:1066 c:304 d:324 e:649 f:766 g:509 h:221 i:360 j:735 k:426 l:551 m:759 n:444 o:304 p:593 q:993 r:700 s:426 t:466 u:166 v:458 w:377 x:751 y:366 z:387
BALANCES a:754 b:1066 c:250 d:324 e:649 f:766 g:509 h:221 i:414 j:735 k:426 l:551 m:759 n:444 o:304 p:593 q:993 r:700 s:426 t:466 u:166 v:458 w:377 x:751 y:366 z:387
BALANCES a:754 b:1066 c:250 d:324 e:649 f:766 g:509 h:221 i:414 j:729 k:426 l:551 m:759 n:444 o:304 p:593 q:993 r:700 s:426 t:466 u:166 v:458 w:377 x:751 y:366 z:393
BALANCES a:754 b:1066 c:250 d:324 e:649 f:766 g:509 h:221 i:414 j:729 k:426 l:551 m:759 n:444 o:304 p:593 q:993 r:700 s:391 t:466 u:166 v:458 w:412 x:751 y:366 z:393
BALANCES a:754 b:1066 c:250 d:324 e:649 f:766 g:485 h:221 i:414 j:729 k:426 l:551 m:759 n:444 o:304 p:593 q:993 r:700 s:391 t:466 u:190 v:458 w:412 x:751 y:366 z:393
BALANCES a:754 b:1066 c:250 d:324 e:649 f:766 g:485 h:221 i:414 j:729 k:426 l:611 m:759 n:444 o:304 p:593 q:993 r:700 s:391 t:466 u:190 v:458 w:412 x:751 y:366 z:393
BALANCES a:754 b:1066 c:250 d:324 e:652 f:766 g:485 h:221 i:414 j:729 k:426 l:611 m:759 n:444 o:304 p:590 q:993 r:700 s:391 t:466 u:190 v:458 w:412 x:751 y:366 z:393
BALANCES a:754 b:1066 c:306 d:324 e:652 f:766 g:485 h:221 i:414 j:729 k:426 l:611 m:759 n:444 o:304 p:590 q:993 r:700 s:391 t:466 u:190 v:458 w:412 x:751 y:366 z:393
BALANCES a:754 b:1066 c:306 d:324 e:652 f:766 g:485 h:221 i:414 j:729 k:426 l:611 m:759 n:444 o:304 p:590 q:993 r:792 s:391 t:466 u:190 v:458 w:412 x:751 y:366 z:393
BALANCES a:754 b:1066 c:306 d:324 e:652 f:766 g:485 h:221 i:414 j:729 k:426 l:611 m:759 n:444 o:304 p:589 q:993 r:792 s:391 t:466 u:191 v:458 w:412 x:751 y:366 z:393
BALANCES a:754 b:1066 c:306 d:299 e:652 f:766 g:485 h:221 i:414 j:729 k:426 l:611 m:759 n:444 o:304 p:614 q:993 r:792 s:391 t:466 u:191 v:458 w:412 x:751 y:366 z:393
BALANCES a:754 b:1066 c:306 d:299 e:652 f:766 g:485 h:221 i:414 j:729 k:426 l:611 m:759 n:444 o:304 p:631 q:993 r:792 s:391 t:466 u:191 v:441 w:412 x:751 y:366 z:393
BALANCES a:754 b:1066 c:306 d:299 e:652 f:766 g:485 h:221 i:414 j:729 k:432 l:611 m:759 n:444 o:298 p:631 q:993 r:792 s:391 t:466 u:191 v:441 w:412 x:751 y:366 z:393
BALANCES a:754 b:1066 c:306 d:299 e:652 f:766 g:485 h:221 i:414 j:729 k:432 l:611 m:759 n:444 o:298 p:631 q:993 r:798 s:391 t:466 u:191 v:441 w:406 x:751 y:366 z:393
BALANCES a:754 b:1066 c:306 d:299 e:652 f:763 g:485 h:221 i:414 j:729 k:432 l:611 m:759 n:444 o:298 p:631 q:993 r:798 s:391 t:466 u:191 v:444 w:406 x:751 y:366 z:393
BALANCES a:754 b:1066 c:306 d:299 e:652 f:763 g:485 h:221 i:414 j:729 k:432 l:611 m:759 n:444 o:298 p:631 q:1007 r:798 s:391 t:466 u:177 v:444 w:406 x:751 y:366 z:393
BALANCES a:754 b:1066 c:306 d:299 e:652 f:763 g:485 h:221 i:414 j:728 k:432 l:611 m:759 n:444 o:298 p:631 q:1007 r:798 s:391 t:466 u:177 v:444 w:406 x:751 y:366 z:394
BALANCES a:754 b:1052 c:306 d:299 e:652 f:763 g:485 h:221 i:414 j:728 k:432 l:611 m:759 n:444 o:298 p:631 q:1007 r:798 s:391 t:466 u:177 v:444 w:406 x:751 y:380 z:394
BALANCES a:634 b:1052 c:306 d:299 e:652 f:763 g:485 h:221 i:414 j:728 k:432 l:611 m:759 n:444 o:418 p:631 q:1007 r:798 s:391 t:466 u:177 v:444 w:406 x:751 y:380 z:394
BALANCES a:634 b:1052 c:306 d:299 e:652 f:763 g:443 h:221 i:414 j:728 k:432 l:611 m:759 n:444 o:418 p:631 q:1007 r:798 s:391 t:466 u:219 v:444 w:406 x:751 y:380 z:394
BALANCES a:634 b:1052 c:306 d:299 e:652 f:763 g:443 h:221 i:414 j:728 k:432 l:611 m:759 n:444 o:418 p:631 q:1007 r:798 s:391 t:448 u:219 v:444 w:424 x:751 y:380 z:394
BALANCES a:634 b:1052 c:306 d:299 e:652 f:763 g:443 h:221 i:414 j:728 k:432 l:611 m:759 n:444 o:418 p:631 q:1009 r:798 s:391 t:448 u:217 v:444 w:424 x:751 y:380 z:394
BALANCES a:634 b:1052 c:306 d:311 e:652 f:763 g:443 h:221 i:414 j:728 k:432 l:599 m:759 n:444 o:418 p:631 q:1009 r:798 s:391 t:448 u:217 v:444 w:424 x:751 y:380 z:394
BALANCES a:634 b:1052 c:306 d:311 e:652 f:763 g:443 h:216 i:414 j:728 k:432 l:599 m:764 n:444 o:418 p:631 q:1009 r:798 s:391 t:448 u:217 v:444 w:424 x:751 y:380 z:394
BALANCES a:634 b:1052 c:306 d:311 e:652 f:763 g:387 h:216 i:414 j:728 k:432 l:599 m:764 n:444 o:418 p:631 q:1009 r:798 s:391 t:448 u:217 v:444 w:424 x:807 y:380 z:394
BALANCES a:634 b:1052 c:306 d:311 e:652 f:763 g:387 h:216 i:414 j:728 k:432 l:599 m:764 n:444 o:418 p:631 q:961 r:798 s:391 t:448 u:217 v:444 w:472 x:807 y:380 z:394
BALANCES a:634 b:1052 c:306 d:311 e:652 f:763 g:345 h:216 i:414 j:728 k:432 l:599 m:764 n:444 o:418 p:631 q:961 r:798 s:391 t:448 u:217 v:444 w:514 x:807 y:380 z:394
