BALANCES m:95
BALANCES m:95 w:25
BALANCES e:54 m:95 w:25
BALANCES e:54 m:95 o:45 w:25
BALANCES e:54 h:26 m:95 o:45 w:25
BALANCES e:54 h:26 m:95 o:112 w:25
BALANCES e:54 g:46 h:26 m:95 o:112 w:25
BALANCES e:10 g:46 h:26 m:95 o:156 w:25
BALANCES e:10 g:46 h:26 m:95 o:156 v:2 w:25
BALANCES e:10 g:46 h:26 m:95 o:156 v:2 w:14 y:11
BALANCES e:44 g:46 h:26 m:95 o:156 v:2 w:14 y:11
BALANCES e:44 g:46 h:3 m:95 o:179 v:2 w:14 y:11
BALANCES e:44 g:46 h:3 m:95 o:179 s:2 v:0 w:14 y:11
BALANCES b:89 e:44 g:46 h:3 m:95 o:179 s:2 v:0 w:14 y:11
BALANCES b:89 e:44 g:46 h:3 m:95 o:179 p:40 s:2 v:0 w:14 y:11
BALANCES b:89 e:44 g:46 h:3 m:27 o:179 p:40 s:70 v:0 w:14 y:11
BALANCES b:28 e:44 g:46 h:3 m:27 o:179 p:40 s:70 t:61 v:0 w:14 y:11
BALANCES b:28 e:44 g:46 h:18 m:27 o:179 p:25 s:70 t:61 v:0 w:14 y:11
BALANCES b:28 e:44 g:46 h:9 m:27 o:179 p:25 s:70 t:61 v:0 w:14 y:20
BALANCES b:28 e:44 g:46 h:9 m:27 n:42 o:179 p:25 s:70 t:61 v:0 w:14 y:20
BALANCES b:3 e:44 g:46 h:9 j:25 m:27 n:42 o:179 p:25 s:70 t:61 v:0 w:14 y:20
BALANCES b:3 e:44 f:8 g:46 h:9 j:25 m:27 n:42 o:171 p:25 s:70 t:61 v:0 w:14 y:20
BALANCES a:3 b:3 e:44 f:8 g:46 h:6 j:25 m:27 n:42 o:171 p:25 s:70 t:61 v:0 w:14 y:20
BALANCES a:3 b:3 e:20 f:8 g:46 h:6 j:25 m:27 n:42 o:195 p:25 s:70 t:61 v:0 w:14 y:20
BALANCES a:3 b:8 e:20 f:8 g:46 h:6 j:20 m:27 n:42 o:195 p:25 s:70 t:61 v:0 w:14 y:20
BALANCES a:3 b:8 e:20 f:8 g:46 h:6 j:20 m:26 n:42 o:195 p:26 s:70 t:61 v:0 w:14 y:20
BALANCES a:3 b:8 e:20 f:8 g:46 h:6 j:20 m:26 n:42 o:195 p:26 s:70 t:61 v:0 w:14 y:20 z:70
BALANCES a:5 b:8 e:20 f:8 g:46 h:6 j:20 m:26 n:40 o:195 p:26 s:70 t:61 v:0 w:14 y:20 z:70
BALANCES a:5 b:8 e:20 f:8 g:46 h:6 j:20 l:34 m:26 n:40 o:161 p:26 s:70 t:61 v:0 w:14 y:20 z:70
BALANCES a:3 b:8 e:20 f:8 g:46 h:6 j:20 l:34 m:26 n:40 o:163 p:26 s:70 t:61 v:0 w:14 y:20 z:70
BALANCES a:3 b:8 e:20 f:8 g:10 h:6 j:20 l:34 m:26 n:40 o:163 p:26 q:36 s:70 t:61 v:0 w:14 y:20 z:70
BALANCES a:3 b:8 e:72 f:8 g:10 h:6 j:20 l:34 m:26 n:40 o:163 p:26 q:36 s:70 t:61 v:0 w:14 y:20 z:70
BALANCES a:8 b:8 e:72 f:3 g:10 h:6 j:20 l:34 m:26 n:40 o:163 p:26 q:36 s:70 t:61 v:0 w:14 y:20 z:70
BALANCES a:16 b:8 e:72 f:3 g:10 h:6 j:20 l:34 m:26 n:40 o:163 p:26 q:36 s:70 t:61 v:0 w:14 y:12 z:70
BALANCES a:16 b:75 e:72 f:3 g:10 h:6 j:20 l:34 m:26 n:40 o:163 p:26 q:36 s:70 t:61 v:0 w:14 y:12 z:70
BALANCES a:16 b:75 e:72 f:0 g:10 h:6 j:20 l:34 m:26 n:40 o:163 p:26 q:36 s:70 t:61 u:3 v:0 w:14 y:12 z:70
BALANCES a:16 b:75 e:72 f:0 g:10 h:6 j:20 l:34 m:26 n:40 o:163 p:26 q:35 s:70 t:61 u:4 v:0 w:14 y:12 z:70
BALANCES a:16 b:75 e:72 f:0 g:10 h:6 j:20 l:34 m:26 n:40 o:163 p:26 q:35 s:70 t:61 u:4 v:0 w:14 x:8 y:12 z:70
BALANCES a:16 b:75 e:72 f:0 g:10 h:6 j:20 l:34 m:26 n:40 o:212 p:26 q:35 s:70 t:61 u:4 v:0 w:14 x:8 y:12 z:70
BALANCES a:16 b:75 e:72 f:0 g:10 h:6 j:20 l:34 m:26 n:40 o:212 p:26 q:35 s:70 t:61 u:4 v:0 w:14 x:8 y:107 z:70
BALANCES a:16 b:75 e:72 f:0 g:10 h:6 j:20 l:34 m:26 n:40 o:212 p:26 q:35 s:70 t:61 u:53 v:0 w:14 x:8 y:107 z:70
BALANCES a:16 b:75 e:72 f:0 g:10 h:6 j:20 l:34 m:26 n:63 o:212 p:26 q:35 s:70 t:61 u:53 v:0 w:14 x:8 y:107 z:70
BALANCES a:16 b:75 e:72 f:0 g:10 h:6 j:20 l:34 m:26 n:63 o:212 p:26 q:35 s:70 t:146 u:53 v:0 w:14 x:8 y:107 z:70
BALANCES a:16 b:75 e:72 f:0 g:10 h:6 j:20 l:34 m:26 n:63 o:212 p:74 q:35 s:70 t:146 u:53 v:0 w:14 x:8 y:107 z:70
BALANCES a:16 b:75 c:21 e:72 f:0 g:10 h:6 j:20 l:34 m:26 n:63 o:212 p:74 q:35 s:70 t:146 u:32 v:0 w:14 x:8 y:107 z:70
BALANCES a:16 b:75 c:21 e:72 f:0 g:10 h:6 j:20 l:34 m:26 n:63 o:295 p:74 q:35 s:70 t:146 u:32 v:0 w:14 x:8 y:107 z:70
BALANCES a:16 b:75 c:21 e:72 f:0 g:10 h:6 j:20 l:34 m:26 n:63 o:295 p:74 q:97 s:70 t:84 u:32 v:0 w:14 x:8 y:107 z:70
BALANCES a:16 b:75 c:21 e:72 f:0 g:10 h:6 j:20 l:34 m:26 n:63 o:295 p:74 q:97 s:70 t:84 u:32 v:0 w:14 x:8 y:119 z:70
BALANCES a:88 b:75 c:21 e:72 f:0 g:10 h:6 j:20 l:34 m:26 n:63 o:295 p:74 q:97 s:70 t:84 u:32 v:0 w:14 x:8 y:119 z:70
BALANCES a:88 b:75 c:21 e:72 f:0 g:10 h:6 j:20 l:34 m:26 n:63 o:295 p:74 q:97 s:70 t:84 u:32 v:38 w:14 x:8 y:119 z:70
BALANCES a:88 b:75 c:21 e:72 f:0 g:10 h:6 j:20 l:34 m:26 n:63 o:295 p:74 q:97 s:70 t:85 u:32 v:38 w:13 x:8 y:119 z:70
BALANCES a:88 b:75 c:21 e:72 f:0 g:10 h:6 j:20 k:8 l:34 m:26 n:63 o:295 p:74 q:97 s:70 t:85 u:32 v:38 w:13 x:8 y:119 z:62
BALANCES a:88 b:75 c:21 d:10 e:72 f:0 g:10 h:6 j:20 k:8 l:34 m:26 n:63 o:295 p:74 q:97 s:70 t:85 u:32 v:38 w:13 x:8 y:119 z:62
BALANCES a:88 b:75 c:21 d:10 e:72 f:0 g:10 h:6 j:20 k:8 l:34 m:26 n:63 o:295 p:74 q:97 s:70 t:85 u:32 v:38 w:13 x:29 y:119 z:62
BALANCES a:88 b:75 c:21 d:10 e:72 f:0 g:10 h:18 j:20 k:8 l:34 m:26 n:63 o:295 p:74 q:97 s:70 t:85 u:32 v:26 w:13 x:29 y:119 z:62
BALANCES a:88 b:75 c:21 d:10 e:72 f:0 g:10 h:18 j:20 k:44 l:34 m:26 n:63 o:295 p:74 q:97 s:70 t:85 u:32 v:26 w:13 x:29 y:119 z:62
BALANCES a:78 b:75 c:31 d:10 e:72 f:0 g:10 h:18 j:20 k:44 l:34 m:26 n:63 o:295 p:74 q:97 s:70 t:85 u:32 v:26 w:13 x:29 y:119 z:62
BALANCES a:78 b:75 c:31 d:10 e:72 f:0 g:10 h:18 j:20 k:44 l:34 m:26 n:65 o:295 p:74 q:97 s:70 t:85 u:30 v:26 w:13 x:29 y:119 z:62
BALANCES a:78 b:75 c:31 d:10 e:72 f:0 g:10 h:18 i:2 j:20 k:44 l:34 m:26 n:65 o:295 p:72 q:97 s:70 t:85 u:30 v:26 w:13 x:29 y:119 z:62
BALANCES a:78 b:75 c:31 d:10 e:72 f:5 g:10 h:18 i:2 j:20 k:44 l:34 m:26 n:65 o:295 p:72 q:97 s:70 t:85 u:30 v:26 w:13 x:29 y:119 z:62
BALANCES a:78 b:75 c:31 d:10 e:72 f:5 g:10 h:18 i:2 j:20 k:44 l:34 m:26 n:65 o:295 p:72 q:97 s:70 t:85 u:30 v:26 w:13 x:29 y:119 z:130
BALANCES a:563 b:802 c:392 d:875 e:848 f:1362 g:1088 h:694 i:898 j:1014 k:286 l:974 m:369 n:1094 o:1172 p:611 q:486 r:1940 s:1032 t:589 u:697 v:427 w:624 x:675 y:501 z:649
BALANCES a:563 b:802 c:392 d:875 e:848 f:1362 g:1088 h:687 i:898 j:1014 k:286 l:974 m:369 n:1094 o:1172 p:611 q:486 r:1940 s:1039 t:589 u:697 v:427 w:624 x:675 y:501 z:649
BALANCES a:563 b:802 c:392 d:875 e:978 f:1232 g:1088 h:687 i:898 j:1014 k:286 l:974 m:369 n:1094 o:1172 p:611 q:486 r:1940 s:1039 t:589 u:697 v:427 w:624 x:675 y:501 z:649
BALANCES a:563 b:802 c:392 d:875 e:978 f:1232 g:1088 h:687 i:898 j:1014 k:286 l:974 m:369 n:1094 o:1172 p:611 q:486 r:1849 s:1130 t:589 u:697 v:427 w:624 x:675 y:501 z:649
BALANCES a:563 b:802 c:392 d:875 e:978 f:1232 g:1088 h:586 i:898 j:1014 k:286 l:974 m:369 n:1094 o:1172 p:611 q:486 r:1849 s:1130 t:589 u:697 v:427 w:624 x:675 y:501 z:750
BALANCES a:563 b:801 c:392 d:875 e:978 f:1232 g:1088 h:586 i:899 j:1014 k:286 l:974 m:369 n:1094 o:1172 p:611 q:486 r:1849 s:1130 t:589 u:697 v:427 w:624 x:675 y:501 z:750
BALANCES a:563 b:801 c:392 d:663 e:978 f:1232 g:1088 h:586 i:899 j:1014 k:286 l:974 m:369 n:1094 o:1172 p:611 q:486 r:1849 s:1130 t:589 u:697 v:427 w:624 x:887 y:501 z:750
BALANCES a:563 b:798 c:392 d:663 e:978 f:1232 g:1088 h:586 i:899 j:1014 k:286 l:974 m:369 n:1094 o:1172 p:611 q:486 r:1852 s:1130 t:589 u:697 v:427 w:624 x:887 y:501 z:750
BALANCES a:563 b:798 c:392 d:663 e:978 f:1196 g:1088 h:586 i:899 j:1014 k:286 l:974 m:369 n:1094 o:1172 p:647 q:486 r:1852 s:1130 t:589 u:697 v:427 w:624 x:887 y:501 z:750
BALANCES a:563 b:798 c:392 d:663 e:978 f:1196 g:1088 h:586 i:899 j:1014 k:286 l:974 m:369 n:1094 o:1172 p:647 q:486 r:1852 s:1130 t:589 u:697 v:427 w:624 x:887 y:412 z:839
BALANCES a:563 b:798 c:392 d:663 e:978 f:1196 g:1088 h:586 i:899 j:1014 k:286 l:974 m:369 n:1151 o:1172 p:647 q:486 r:1852 s:1130 t:589 u:697 v:427 w:624 x:887 y:412 z:782
BALANCES a:563 b:798 c:392 d:663 e:978 f:1196 g:1088 h:586 i:1121 j:1014 k:286 l:974 m:369 n:1151 o:1172 p:647 q:486 r:1852 s:1130 t:589 u:697 v:427 w:624 x:887 y:412 z:560
BALANCES a:563 b:798 c:392 d:663 e:978 f:1196 g:1088 h:586 i:1121 j:1014 k:286 l:974 m:369 n:1151 o:1172 p:647 q:411 r:1852 s:1130 t:589 u:697 v:427 w:624 x:887 y:412 z:635
BALANCES a:563 b:798 c:392 d:663 e:978 f:1196 g:1088 h:586 i:1121 j:1014 k:286 l:974 m:369 n:1151 o:1172 p:647 q:411 r:1852 s:1130 t:592 u:697 v:427 w:624 x:887 y:412 z:632
BALANCES a:563 b:798 c:392 d:663 e:978 f:1196 g:1088 h:586 i:1121 j:1014 k:256 l:974 m:369 n:1151 o:1202 p:647 q:411 r:1852 s:1130 t:592 u:697 v:427 w:624 x:887 y:412 z:632
BALANCES a:563 b:798 c:392 d:663 e:1014 f:1196 g:1088 h:586 i:1121 j:1014 k:256 l:974 m:369 n:1151 o:1202 p:647 q:411 r:1852 s:1130 t:592 u:697 v:427 w:624 x:887 y:412 z:596
BALANCES a:563 b:798 c:392 d:663 e:1014 f:1196 g:1088 h:586 i:1121 j:1014 k:256 l:974 m:369 n:1151 o:1202 p:647 q:411 r:1852 s:1125 t:592 u:697 v:432 w:624 x:887 y:412 z:596
BALANCES a:563 b:798 c:392 d:663 e:1014 f:1196 g:1088 h:586 i:1121 j:1014 k:256 l:974 m:369 n:1151 o:1216 p:647 q:411 r:1852 s:1125 t:592 u:697 v:432 w:624 x:887 y:412 z:596
BALANCES a:563 b:798 c:392 d:663 e:1014 f:1196 g:1088 h:586 i:1121 j:1014 k:256 l:974 m:371 n:1151 o:1216 p:645 q:411 r:1852 s:1125 t:592 u:697 v:432 w:624 x:887 y:412 z:596
BALANCES a:563 b:798 c:392 d:663 e:1014 f:1196 g:1088 h:586 i:1121 j:1014 k:256 l:974 m:371 n:1151 o:1216 p:645 q:411 r:1911 s:1125 t:592 u:697 v:432 w:624 x:887 y:412 z:596
BALANCES a:563 b:798 c:392 d:663 e:1014 f:1196 g:1088 h:586 i:1121 j:1161 k:256 l:974 m:371 n:1151 o:1069 p:645 q:411 r:1911 s:1125 t:592 u:697 v:432 w:624 x:887 y:412 z:596
BALANCES a:563 b:798 c:392 d:663 e:1014 f:1087 g:1088 h:586 i:1121 j:1161 k:256 l:974 m:371 n:1151 o:1069 p:645 q:411 r:1911 s:1125 t:592 u:697 v:432 w:624 x:887 y:412 z:705
BALANCES a:563 b:798 c:392 d:663 e:1014 f:1087 g:1088 h:586 i:1121 j:1161 k:256 l:1385 m:371 n:740 o:1069 p:645 q:411 r:1911 s:1125 t:592 u:697 v:432 w:624 x:887 y:412 z:705
BALANCES a:563 b:878 c:392 d:663 e:1014 f:1087 g:1088 h:586 i:1121 j:1161 k:176 l:1385 m:371 n:740 o:1069 p:645 q:411 r:1911 s:1125 t:592 u:697 v:432 w:624 x:887 y:412 z:705
BALANCES a:560 b:878 c:392 d:663 e:1014 f:1087 g:1088 h:586 i:1121 j:1161 k:176 l:1385 m:371 n:740 o:1069 p:645 q:414 r:1911 s:1125 t:592 u:697 v:432 w:624 x:887 y:412 z:705
BALANCES a:560 b:878 c:392 d:663 e:1014 f:1087 g:1088 h:586 i:1121 j:1161 k:176 l:1385 m:371 n:740 o:936 p:778 q:414 r:1911 s:1125 t:592 u:697 v:432 w:624 x:887 y:412 z:705
BALANCES a:560 b:878 c:392 d:663 e:1014 f:1087 g:1088 h:586 i:1121 j:1161 k:176 l:1385 m:371 n:665 o:1011 p:778 q:414 r:1911 s:1125 t:592 u:697 v:432 w:624 x:887 y:412 z:705
BALANCES a:560 b:878 c:392 d:663 e:1014 f:1087 g:1088 h:586 i:1121 j:1161 k:176 l:1385 m:371 n:665 o:1050 p:778 q:414 r:1911 s:1125 t:592 u:697 v:432 w:624 x:887 y:412 z:705
BALANCES a:560 b:878 c:392 d:663 e:876 f:1087 g:1088 h:586 i:1259 j:1161 k:176 l:1385 m:371 n:665 o:1050 p:778 q:414 r:1911 s:1125 t:592 u:697 v:432 w:624 x:887 y:412 z:705
BALANCES a:560 b:878 c:392 d:663 e:876 f:1087 g:1088 h:586 i:1259 j:1161 k:176 l:1385 m:371 n:665 o:1047 p:778 q:414 r:1911 s:1125 t:592 u:697 v:432 w:627 x:887 y:412 z:705
BALANCES a:560 b:878 c:392 d:663 e:876 f:1087 g:1088 h:586 i:1259 j:1161 k:176 l:1385 m:371 n:665 o:1047 p:778 q:414 r:1961 s:1125 t:592 u:647 v:432 w:627 x:887 y:412 z:705
BALANCES a:574 b:864 c:392 d:663 e:876 f:1087 g:1088 h:586 i:1259 j:1161 k:176 l:1385 m:371 n:665 o:1047 p:778 q:414 r:1961 s:1125 t:592 u:647 v:432 w:627 x:887 y:412 z:705
BALANCES a:568 b:864 c:392 d:663 e:876 f:1087 g:1088 h:586 i:1259 j:1161 k:182 l:1385 m:371 n:665 o:1047 p:778 q:414 r:1961 s:1125 t:592 u:647 v:432 w:627 x:887 y:412 z:705
BALANCES a:568 b:864 c:392 d:663 e:876 f:1087 g:1089 h:586 i:1259 j:1161 k:182 l:1385 m:371 n:665 o:1047 p:778 q:414 r:1961 s:1125 t:592 u:647 v:432 w:626 x:887 y:412 z:705
BALANCES a:568 b:864 c:392 d:663 e:876 f:1087 g:1089 h:586 i:1259 j:1170 k:182 l:1376 m:371 n:665 o:1047 p:778 q:414 r:1961 s:1125 t:592 u:647 v:432 w:626 x:887 y:412 z:705
BALANCES a:568 b:864 c:392 d:614 e:876 f:1087 g:1089 h:586 i:1259 j:1170 k:182 l:1376 m:371 n:665 o:1047 p:778 q:414 r:1961 s:1125 t:592 u:647 v:432 w:675 x:887 y:412 z:705
BALANCES a:568 b:864 c:392 d:614 e:876 f:1087 g:1089 h:586 i:1259 j:1170 k:182 l:1376 m:371 n:665 o:1047 p:778 q:414 r:1961 s:1125 t:592 u:647 v:438 w:675 x:887 y:406 z:705
BALANCES a:568 b:800 c:392 d:678 e:876 f:1087 g:1089 h:586 i:1259 j:1170 k:182 l:1376 m:371 n:665 o:1047 p:778 q:414 r:1961 s:1125 t:592 u:647 v:438 w:675 x:887 y:406 z:705
BALANCES a:568 b:800 c:392 d:678 e:876 f:1087 g:1089 h:586 i:1259 j:1170 k:182 l:1376 m:386 n:665 o:1047 p:778 q:414 r:1961 s:1125 t:577 u:647 v:438 w:675 x:887 y:406 z:705
BALANCES a:568 b:1089 c:392 d:678 e:876 f:1087 g:1089 h:586 i:1259 j:881 k:182 l:1376 m:386 n:665 o:1047 p:778 q:414 r:1961 s:1125 t:577 u:647 v:438 w:675 x:887 y:406 z:705
BALANCES a:557 b:1089 c:392 d:678 e:876 f:1087 g:1089 h:586 i:1259 j:881 k:182 l:1376 m:386 n:665 o:1047 p:778 q:425 r:1961 s:1125 t:577 u:647 v:438 w:675 x:887 y:406 z:705
BALANCES a:543 b:1089 c:392 d:678 e:876 f:1087 g:1089 h:586 i:1259 j:881 k:182 l:1376 m:386 n:665 o:1047 p:778 q:425 r:1961 s:1139 t:577 u:647 v:438 w:675 x:887 y:406 z:705
BALANCES a:543 b:1089 c:392 d:678 e:876 f:1087 g:1089 h:586 i:1259 j:881 k:182 l:1376 m:386 n:665 o:1047 p:778 q:425 r:1961 s:1139 t:577 u:647 v:438 w:675 x:887 y:452 z:705
BALANCES a:574 b:1089 c:392 d:678 e:876 f:1087 g:1089 h:586 i:1259 j:881 k:182 l:1376 m:386 n:665 o:1047 p:778 q:425 r:1961 s:1139 t:577 u:616 v:438 w:675 x:887 y:452 z:705
BALANCES a:574 b:1089 c:392 d:678 e:876 f:1095 g:1089 h:586 i:1259 j:881 k:182 l:1376 m:386 n:665 o:1047 p:778 q:425 r:1961 s:1131 t:577 u:616 v:438 w:675 x:887 y:452 z:705
BALANCES a:574 b:1089 c:392 d:678 e:842 f:1095 g:1089 h:586 i:1259 j:881 k:182 l:1376 m:386 n:699 o:1047 p:778 q:425 r:1961 s:1131 t:577 u:616 v:438 w:675 x:887 y:452 z:705
BALANCES a:574 b:1089 c:392 d:678 e:851 f:1095 g:1089 h:586 i:1259 j:881 k:182 l:1376 m:386 n:699 o:1047 p:778 q:425 r:1961 s:1131 t:577 u:616 v:429 w:675 x:887 y:452 z:705
BALANCES a:574 b:1049 c:392 d:678 e:851 f:1095 g:1089 h:586 i:1259 j:881 k:182 l:1376 m:386 n:699 o:1047 p:778 q:425 r:1961 s:1131 t:577 u:616 v:469 w:675 x:887 y:452 z:705
BALANCES a:574 b:1049 c:392 d:678 e:851 f:1095 g:1137 h:586 i:1259 j:881 k:182 l:1376 m:386 n:699 o:1047 p:778 q:425 r:1961 s:1131 t:577 u:616 v:469 w:675 x:887 y:452 z:657
BALANCES a:574 b:1049 c:392 d:678 e:851 f:1095 g:1137 h:586 i:1259 j:881 k:182 l:1376 m:386 n:691 o:1047 p:778 q:425 r:1961 s:1131 t:577 u:616 v:477 w:675 x:887 y:452 z:657
BALANCES a:574 b:1049 c:392 d:678 e:851 f:1095 g:1137 h:611 i:1259 j:881 k:182 l:1351 m:386 n:691 o:1047 p:778 q:425 r:1961 s:1131 t:577 u:616 v:477 w:675 x:887 y:452 z:657
BALANCES a:574 b:1049 c:392 d:678 e:851 f:1144 g:1137 h:611 i:1259 j:881 k:182 l:1351 m:386 n:691 o:1047 p:778 q:425 r:1961 s:1131 t:577 u:616 v:477 w:626 x:887 y:452 z:657
BALANCES a:574 b:1049 c:392 d:678 e:851 f:1144 g:1137 h:611 i:1259 j:881 k:182 l:1351 m:386 n:691 o:1047 p:778 q:425 r:1961 s:1131 t:577 u:616 v:477 w:626 x:887 y:463 z:657
BALANCES a:574 b:1049 c:392 d:678 e:851 f:1144 g:1137 h:611 i:1259 j:881 k:188 l:1351 m:386 n:691 o:1047 p:778 q:425 r:1961 s:1131 t:577 u:610 v:477 w:626 x:887 y:463 z:657
BALANCES a:574 b:1049 c:392 d:678 e:851 f:1044 g:1137 h:611 i:1259 j:881 k:188 l:1351 m:386 n:691 o:1047 p:778 q:525 r:1961 s:1131 t:577 u:610 v:477 w:626 x:887 y:463 z:657
BALANCES a:649 b:1049 c:392 d:678 e:851 f:1044 g:1137 h:611 i:1259 j:881 k:188 l:1351 m:386 n:691 o:1047 p:778 q:525 r:1886 s:1131 t:577 u:610 v:477 w:626 x:887 y:463 z:657
BALANCES a:711 b:1049 c:392 d:678 e:851 f:1044 g:1137 h:549 i:1259 j:881 k:188 l:1351 m:386 n:691 o:1047 p:778 q:525 r:1886 s:1131 t:577 u:610 v:477 w:626 x:887 y:463 z:657
BALANCES a:711 b:1049 c:392 d:678 e:851 f:1044 g:1137 h:549 i:1259 j:1148 k:188 l:1351 m:386 n:691 o:1047 p:778 q:525 r:1619 s:1131 t:577 u:610 v:477 w:626 x:887 y:463 z:657
BALANCES a:711 b:1049 c:392 d:678 e:851 f:1044 g:1137 h:549 i:1259 j:1148 k:188 l:1351 m:386 n:691 o:1047 p:778 q:525 r:1544 s:1131 t:577 u:610 v:477 w:626 x:887 y:538 z:657
BALANCES a:711 b:1049 c:383 d:687 e:851 f:1044 g:1137 h:549 i:1259 j:1148 k:188 l:1351 m:386 n:691 o:1047 p:778 q:525 r:1544 s:1131 t:577 u:610 v:477 w:626 x:887 y:538 z:657
BALANCES a:711 b:1049 c:383 d:687 e:851 f:1044 g:1137 h:549 i:1259 j:1148 k:193 l:1351 m:386 n:691 o:1047 p:778 q:525 r:1544 s:1131 t:577 u:605 v:477 w:626 x:887 y:538 z:657
BALANCES a:711 b:1049 c:381 d:687 e:851 f:1044 g:1137 h:549 i:1259 j:1148 k:193 l:1351 m:386 n:691 o:1047 p:780 q:525 r:1544 s:1131 t:577 u:605 v:477 w:626 x:887 y:538 z:657
BALANCES a:711 b:1049 c:381 d:687 e:851 f:1044 g:1137 h:549 i:1259 j:1148 k:193 l:1351 m:365 n:691 o:1047 p:780 q:546 r:1544 s:1131 t:577 u:605 v:477 w:626 x:887 y:538 z:657
BALANCES a:711 b:1049 c:381 d:687 e:851 f:1044 g:1137 h:549 i:1259 j:1093 k:193 l:1351 m:365 n:691 o:1047 p:835 q:546 r:1544 s:1131 t:577 u:605 v:477 w:626 x:887 y:538 z:657
BALANCES a:715 b:1049 c:381 d:687 e:851 f:1044 g:1137 h:549 i:1259 j:1093 k:193 l:1351 m:365 n:691 o:1047 p:835 q:546 r:1544 s:1131 t:577 u:605 v:477 w:626 x:887 y:534 z:657
BALANCES a:715 b:1049 c:381 d:687 e:844 f:1044 g:1144 h:549 i:1259 j:1093 k:193 l:1351 m:365 n:691 o:1047 p:835 q:546 r:1544 s:1131 t:577 u:605 v:477 w:626 x:887 y:534 z:657
BALANCES a:715 b:1049 c:381 d:687 e:844 f:1044 g:1144 h:549 i:1259 j:1093 k:193 l:1351 m:365 n:691 o:1045 p:835 q:546 r:1544 s:1131 t:579 u:605 v:477 w:626 x:887 y:534 z:657
BALANCES a:715 b:1049 c:381 d:687 e:876 f:1044 g:1144 h:549 i:1259 j:1093 k:193 l:1351 m:365 n:659 o:1045 p:835 q:546 r:1544 s:1131 t:579 u:605 v:477 w:626 x:887 y:534 z:657
BALANCES a:715 b:1049 c:381 d:687 e:876 f:1044 g:1144 h:549 i:1259 j:1093 k:193 l:1351 m:365 n:659 o:1045 p:835 q:546 r:1610 s:1131 t:579 u:605 v:411 w:626 x:887 y:534 z:657
BALANCES a:715 b:1049 c:381 d:687 e:876 f:980 g:1144 h:549 i:1259 j:1093 k:193 l:1351 m:365 n:659 o:1045 p:835 q:546 r:1610 s:1131 t:579 u:605 v:411 w:690 x:887 y:534 z:657
BALANCES a:715 b:1049 c:381 d:687 e:876 f:983 g:1144 h:549 i:1259 j:1093 k:193 l:1348 m:365 n:659 o:1045 p:835 q:546 r:1610 s:1131 t:579 u:605 v:411 w:690 x:887 y:534 z:657
BALANCES a:715 b:1049 c:381 d:748 e:876 f:983 g:1144 h:549 i:1259 j:1093 k:193 l:1348 m:365 n:659 o:1045 p:835 q:546 r:1610 s:1131 t:518 u:605 v:411 w:690 x:887 y:534 z:657
BALANCES a:715 b:1049 c:381 d:748 e:876 f:983 g:1144 h:549 i:1252 j:1100 k:193 l:1348 m:365 n:659 o:1045 p:835 q:546 r:1610 s:1131 t:518 u:605 v:411 w:690 x:887 y:534 z:657
BALANCES a:715 b:1027 c:381 d:748 e:876 f:983 g:1144 h:549 i:1252 j:1100 k:193 l:1348 m:365 n:659 o:1045 p:835 q:546 r:1610 s:1131 t:518 u:605 v:433 w:690 x:887 y:534 z:657
BALANCES a:715 b:1027 c:381 d:743 e:876 f:983 g:1144 h:549 i:1252 j:1105 k:193 l:1348 m:365 n:659 o:1045 p:835 q:546 r:1610 s:1131 t:518 u:605 v:433 w:690 x:887 y:534 z:657
BALANCES a:715 b:1027 c:381 d:767 e:876 f:983 g:1144 h:549 i:1252 j:1105 k:193 l:1348 m:365 n:659 o:1045 p:835 q:546 r:1610 s:1131 t:518 u:605 v:433 w:690 x:863 y:534 z:657
BALANCES a:715 b:1027 c:381 d:767 e:876 f:983 g:1144 h:549 i:1252 j:1105 k:193 l:1348 m:358 n:659 o:1045 p:835 q:546 r:1610 s:1131 t:525 u:605 v:433 w:690 x:863 y:534 z:657
BALANCES a:715 b:1027 c:381 d:767 e:876 f:983 g:1144 h:549 i:1252 j:1105 k:193 l:1348 m:352 n:659 o:1045 p:835 q:546 r:1616 s:1131 t:525 u:605 v:433 w:690 x:863 y:534 z:657
BALANCES a:715 b:1027 c:383 d:767 e:876 f:983 g:1144 h:549 i:1252 j:1105 k:193 l:1348 m:352 n:659 o:1045 p:835 q:546 r:1616 s:1131 t:525 u:605 v:433 w:690 x:863 y:532 z:657
BALANCES a:715 b:1027 c:383 d:767 e:876 f:991 g:1144 h:541 i:1252 j:1105 k:193 l:1348 m:352 n:659 o:1045 p:835 q:546 r:1616 s:1131 t:525 u:605 v:433 w:690 x:863 y:532 z:657
BALANCES a:715 b:1027 c:383 d:767 e:876 f:991 g:1144 h:541 i:1252 j:1105 k:193 l:1348 m:352 n:659 o:1033 p:835 q:546 r:1616 s:1131 t:525 u:605 v:433 w:702 x:863 y:532 z:657
BALANCES a:715 b:1027 c:383 d:767 e:876 f:991 g:1144 h:541 i:1252 j:1105 k:193 l:1348 m:352 n:659 o:1033 p:835 q:546 r:1616 s:1131 t:515 u:615 v:433 w:702 x:863 y:532 z:657
